time,link_id,vehicle_num,velocity_ave
645,152BC09H180152BG09H1100,2,8.4
647,152BC09H180152BG09H1100,4,8.45
623,152BC09H180152BG09H1100,1,8.67
624,152BC09H180152BG09H1100,3,9.2
648,152BC09H180152BG09H1100,1,7.02
616,152BC09H180152BG09H1100,3,8.58
631,152BC09H180152BG09H1100,4,8.01
630,152BC09H180152BG09H1100,3,8.26
615,152BC09H180152BG09H1100,1,8.31
656,152BC09H180152BQ09H1C00,1,5.08
675,152BC09H180152BQ09H1C00,1,7.74
651,152BC09H180152BQ09H1C00,1,8.03
626,152BC09H180152BQ09H1C00,1,8.37
649,152BC09H180152BQ09H1C00,1,8.5
672,152BC09H180152BQ09H1C00,1,8.55
639,152BC09H180152BQ09H1C00,1,8.6
648,152BC09H180152BQ09H1C00,1,8.68
647,152BC09H180152BQ09H1C00,1,8.82
635,152BC09H180152BQ09H1C00,1,8.95
660,152BC09H180152BQ09H1C00,1,9.69
641,152BC09H180152BQ09H1C00,1,10.35
659,152BC09H180152BQ09H1C00,2,7.94
652,152BC09H180152BQ09H1C00,2,8.07
642,152BC09H180152BQ09H1C00,2,8.12
650,152BC09H180152BQ09H1C00,2,8.23
644,152BC09H180152BQ09H1C00,2,8.32
655,152BC09H180152BQ09H1C00,2,8.33
670,152BC09H180152BQ09H1C00,2,8.63
654,152BC09H180152BQ09H1C00,2,8.7
646,152BC09H180152BQ09H1C00,2,8.77
658,152BC09H180152BQ09H1C00,2,9.02
684,152BC09H180152BQ09H1C00,2,9.06
638,152BC09H180152BQ09H1C00,2,9.17
643,152BC09H180152BQ09H1C00,2,9.45
681,152BC09H180152BQ09H1C00,3,9.6
640,152BC09H180152BQ09H1C00,3,8.09
673,152BC09H180152BQ09H1C00,3,9.08
636,152BC09H180152BQ09H1C00,3,9.34
637,152BC09H180152BQ09H1C00,3,8.23
657,152BC09H180152BQ09H1C00,3,8.83
625,152BC09H180152BQ09H1C00,3,9.34
629,152BC09H180152BQ09H1C00,3,9.88
627,152BC09H180152BQ09H1C00,3,8.69
628,152BC09H180152BQ09H1C00,3,8.23
615,152BC09H180152BQ09H1C00,4,8.53
618,152BC09H180152BQ09H1C00,4,8.76
645,152BC09H180152BQ09H1C00,4,8.87
674,152BC09H180152BQ09H1C00,4,8.91
671,152BC09H180152BQ09H1C00,4,9.35
619,152BC09H180152BQ09H1C00,4,9.44
680,152BC09H180152BQ09H1C00,4,10.12
683,152BC09H180152BQ09H1C00,5,10.16
617,152BC09H180152BQ09H1C00,5,9.64
616,152BC09H180152BQ09H1C00,5,9.33
682,152BC09H180152BQ09H1C00,5,9.15
653,152BG09H110152BS09H1500,1,6.32
651,152BG09H110152BS09H1500,1,6.7
633,152BG09H110152BS09H1500,1,8.0
670,152BG09H110152BS09H1500,1,8.36
687,152BG09H110152BS09H1500,1,8.47
650,152BG09H110152BS09H1500,1,8.63
631,152BG09H110152BS09H1500,1,8.94
648,152BG09H110152BS09H1500,1,9.2
689,152BG09H110152BS09H1500,1,9.3
654,152BG09H110152BS09H1500,2,8.56
662,152BG09H110152BS09H1500,2,9.27
664,152BG09H110152BS09H1500,2,9.2
646,152BG09H110152BS09H1500,2,6.12
663,152BG09H110152BS09H1500,2,8.66
686,152BG09H110152BS09H1500,2,8.53
634,152BG09H110152BS09H1500,3,9.16
660,152BG09H110152BS09H1500,3,8.27
632,152BG09H110152BS09H1500,3,8.45
688,152BG09H110152BS09H1500,3,8.98
630,152BG09H110152BS09H1500,3,8.48
647,152BG09H110152BS09H1500,3,8.61
661,152BG09H110152BS09H1500,3,7.8
635,152BG09H110152BS09H1500,3,10.14
675,152BG09H110152BS09H1500,4,9.8
672,152BG09H110152BS09H1500,5,8.53
652,152BG09H110152BS09H1500,5,8.56
685,152BG09H110152BS09H1500,5,8.89
655,152BG09H110152BS09H1500,5,10.52
674,152BG09H110152BS09H1500,6,8.54
673,152BG09H110152BS09H1500,6,8.82
649,152BG09H110152BS09H1500,7,8.33
617,152BG09H2V0152BM09H2L00,1,7.24
618,152BG09H2V0152BM09H2L00,1,7.69
615,152BG09H2V0152BM09H2L00,1,8.88
619,152BG09H2V0152BM09H2L00,2,7.52
616,152BG09H2V0152BM09H2L00,3,9.41
622,152BM09H2L0152B709H2I00,1,10.91
618,152BM09H2L0152B709H2I00,1,10.98
621,152BM09H2L0152B709H2I00,1,8.86
617,152BM09H2L0152B709H2I00,1,10.72
650,152BM09H2L0152B709H2I00,1,12.37
620,152BM09H2L0152B709H2I00,1,10.95
633,152BM09H2L0152B709H2I00,1,12.53
630,152BM09H2L0152B709H2I00,2,2.0
679,152BM09H2L0152B709H2I00,2,9.82
680,152BM09H2L0152B709H2I00,2,9.83
631,152BM09H2L0152B709H2I00,2,10.2
677,152BM09H2L0152B709H2I00,2,11.35
676,152BM09H2L0152B709H2I00,2,11.5
619,152BM09H2L0152B709H2I00,2,12.08
623,152BM09H2L0152B709H2I00,2,12.3
616,152BM09H2L0152B709H2I00,2,12.41
652,152BM09H2L0152B709H2I00,2,12.51
651,152BM09H2L0152B709H2I00,3,10.76
655,152BM09H2L0152B709H2I00,3,11.63
632,152BM09H2L0152B709H2I00,3,11.91
624,152BM09H2L0152B709H2I00,3,12.76
653,152BM09H2L0152B709H2I00,8,10.0
654,152BM09H2L0152B709H2I00,12,12.76
665,152BM09H2L0152BQ09H2800,1,9.46
666,152BM09H2L0152BQ09H2800,1,9.76
670,152BM09H2L0152BQ09H2800,1,9.76
648,152BM09H2L0152BQ09H2800,1,10.0
684,152BM09H2L0152BQ09H2800,1,10.51
683,152BM09H2L0152BQ09H2800,1,10.71
658,152BM09H2L0152BQ09H2800,1,10.98
681,152BM09H2L0152BQ09H2800,1,11.51
640,152BM09H2L0152BQ09H2800,1,12.83
668,152BM09H2L0152BQ09H2800,2,9.43
616,152BM09H2L0152BQ09H2800,2,7.23
677,152BM09H2L0152BQ09H2800,2,8.08
682,152BM09H2L0152BQ09H2800,2,10.24
639,152BM09H2L0152BQ09H2800,2,9.15
690,152BM09H2L0152BQ09H2800,2,11.52
669,152BM09H2L0152BQ09H2800,2,9.8
634,152BM09H2L0152BQ09H2800,2,9.66
619,152BM09H2L0152BQ09H2800,2,8.14
688,152BM09H2L0152BQ09H2800,2,8.66
649,152BM09H2L0152BQ09H2800,2,9.73
617,152BM09H2L0152BQ09H2800,2,7.2
637,152BM09H2L0152BQ09H2800,2,12.31
656,152BM09H2L0152BQ09H2800,2,11.28
618,152BM09H2L0152BQ09H2800,3,11.1
687,152BM09H2L0152BQ09H2800,3,10.91
680,152BM09H2L0152BQ09H2800,3,10.03
659,152BM09H2L0152BQ09H2800,3,7.76
635,152BM09H2L0152BQ09H2800,4,9.99
647,152BM09H2L0152BQ09H2800,4,10.46
685,152BM09H2L0152BQ09H2800,4,11.36
646,152BM09H2L0152BQ09H2800,4,11.77
630,152BM09H2L0152BQ09H2800,5,11.43
615,152BM09H2L0152BQ09H2800,5,9.85
679,152BM09H2L0152BQ09H2800,5,10.07
638,152BM09H2L0152BQ09H2800,5,10.03
633,152BM09H2L0152BQ09H2800,5,9.78
631,152BM09H2L0152BQ09H2800,6,10.9
675,152BM09H2L0152BQ09H2800,6,10.67
678,152BM09H2L0152BQ09H2800,7,10.6
686,152BM09H2L0152BQ09H2800,7,10.45
636,152BM09H2L0152BQ09H2800,7,10.05
689,152BM09H2L0152BQ09H2800,7,10.82
676,152BM09H2L0152BQ09H2800,7,10.56
632,152BM09H2L0152BQ09H2800,8,11.37
675,152BM09H2L0152C709H2M00,1,8.77
679,152BM09H2L0152C709H2M00,1,9.96
630,152BM09H2L0152C709H2M00,1,10.03
673,152BM09H2L0152C709H2M00,1,10.08
652,152BM09H2L0152C709H2M00,1,10.21
633,152BM09H2L0152C709H2M00,1,11.6
654,152BM09H2L0152C709H2M00,1,11.84
635,152BM09H2L0152C709H2M00,1,12.29
651,152BM09H2L0152C709H2M00,1,12.5
631,152BM09H2L0152C709H2M00,2,11.68
671,152BM09H2L0152C709H2M00,2,11.74
653,152BM09H2L0152C709H2M00,2,11.89
650,152BM09H2L0152C709H2M00,2,12.04
632,152BM09H2L0152C709H2M00,2,12.32
674,152BM09H2L0152C709H2M00,2,12.33
676,152BM09H2L0152C709H2M00,2,12.51
670,152BM09H2L0152C709H2M00,2,12.78
678,152BM09H2L0152C709H2M00,3,11.12
634,152BM09H2L0152C709H2M00,3,12.33
645,152BM09H2L0152C709H2M00,3,12.41
643,152BM09H2L0152C709H2M00,3,12.49
640,152BM09H2L0152C709H2M00,4,10.18
642,152BM09H2L0152C709H2M00,4,11.87
644,152BM09H2L0152C709H2M00,6,12.49
677,152BM09H2L0152C709H2M00,7,11.95
641,152BM09H2L0152C709H2M00,9,12.81
682,152BQ09H1C0152BC09H1800,1,6.57
636,152BQ09H1C0152BC09H1800,1,8.57
684,152BQ09H1C0152BC09H1800,1,8.85
646,152BQ09H1C0152BC09H1800,1,8.95
650,152BQ09H1C0152BC09H1800,1,8.98
649,152BQ09H1C0152BC09H1800,1,9.42
645,152BQ09H1C0152BC09H1800,1,10.22
681,152BQ09H1C0152BC09H1800,1,10.54
624,152BQ09H1C0152BC09H1800,1,10.65
635,152BQ09H1C0152BC09H1800,2,9.34
647,152BQ09H1C0152BC09H1800,2,9.53
623,152BQ09H1C0152BC09H1800,2,10.17
648,152BQ09H1C0152BC09H1800,2,10.58
680,152BQ09H1C0152BC09H1800,2,10.72
654,152BQ09H1C0152BC09H1800,3,7.9
669,152BQ09H1C0152BC09H1800,3,7.94
670,152BQ09H1C0152BC09H1800,3,8.97
620,152BQ09H1C0152BC09H1800,3,9.97
632,152BQ09H1C0152BC09H1800,4,9.15
621,152BQ09H1C0152BC09H1800,4,9.44
651,152BQ09H1C0152BC09H1800,4,9.47
660,152BQ09H1C0152BC09H1800,4,10.35
634,152BQ09H1C0152BC09H1800,5,9.36
665,152BQ09H1C0152BC09H1800,5,9.73
662,152BQ09H1C0152BC09H1800,5,9.97
653,152BQ09H1C0152BC09H1800,5,9.33
633,152BQ09H1C0152BC09H1800,5,10.48
667,152BQ09H1C0152BC09H1800,5,9.43
666,152BQ09H1C0152BC09H1800,6,10.09
663,152BQ09H1C0152BC09H1800,6,10.41
631,152BQ09H1C0152BC09H1800,7,9.18
664,152BQ09H1C0152BC09H1800,8,9.85
630,152BQ09H1C0152BC09H1800,9,9.28
652,152BQ09H1C0152BC09H1800,9,10.42
622,152BQ09H1C0152BC09H1800,10,10.26
661,152BQ09H1C0152BC09H1800,15,10.31
644,152BQ09H1C0152C409H1F00,2,8.0
637,152BQ09H1C0152C409H1F00,1,8.56
658,152BQ09H1C0152C409H1F00,2,8.92
641,152BQ09H1C0152C409H1F00,2,9.04
659,152BQ09H1C0152C409H1F00,2,9.36
660,152BQ09H1C0152C409H1F00,1,9.37
620,152BQ09H1C0152C409H1F00,1,9.46
646,152BQ09H1C0152C409H1F00,3,9.59
639,152BQ09H1C0152C409H1F00,1,9.84
647,152BQ09H1C0152C409H1F00,1,10.05
638,152BQ09H1C0152C409H1F00,2,10.16
657,152BQ09H1C0152C409H1F00,3,10.57
640,152BQ09H1C0152C409H1F00,1,10.89
615,152BQ09H1C0152C409H1F00,1,7.08
655,152BQ09H1C0152C409H1F00,2,7.36
650,152BQ09H1C0152C409H1F00,2,7.89
672,152BQ09H1C0152C409H1F00,2,8.28
642,152BQ09H1C0152C409H1F00,1,8.51
619,152BQ09H1C0152C409H1F00,3,8.79
674,152BQ09H1C0152C409H1F00,4,8.92
645,152BQ09H1C0152C409H1F00,4,9.12
649,152BQ09H1C0152C409H1F00,1,9.98
635,152BQ09H1C0152C409H1F00,1,10.11
652,152BQ09H1C0152C409H1F00,2,10.24
618,152BQ09H1C0152C409H1F00,2,10.38
671,152BQ09H1C0152C409H1F00,1,10.0
636,152BQ09H1C0152C409H1F00,2,10.11
643,152BQ09H1C0152C409H1F00,2,8.85
673,152BQ09H1C0152C409H1F00,1,8.56
648,152BQ09H1C0152C409H1F00,1,9.67
615,152BQ09H280152BM09H2L00,1,11.86
642,152BQ09H280152BM09H2L00,1,12.06
630,152BQ09H280152BM09H2L00,1,12.82
616,152BQ09H280152BM09H2L00,2,10.41
651,152BQ09H280152BM09H2L00,2,10.94
619,152BQ09H280152BM09H2L00,2,11.32
652,152BQ09H280152BM09H2L00,2,11.96
631,152BQ09H280152BM09H2L00,2,12.24
643,152BQ09H280152BM09H2L00,2,12.37
650,152BQ09H280152BM09H2L00,2,12.44
644,152BQ09H280152BM09H2L00,2,12.54
655,152BQ09H280152BM09H2L00,3,11.15
653,152BQ09H280152BM09H2L00,3,11.32
654,152BQ09H280152BM09H2L00,3,11.52
634,152BQ09H280152BM09H2L00,3,12.11
633,152BQ09H280152BM09H2L00,4,11.27
660,152BQ09H280152BM09H2L00,4,12.33
617,152BQ09H280152BM09H2L00,4,11.76
632,152BQ09H280152BM09H2L00,4,12.33
645,152BQ09H280152BM09H2L00,4,11.35
656,152BQ09H280152BM09H2L00,4,12.09
659,152BQ09H280152BM09H2L00,5,12.82
657,152BQ09H280152BM09H2L00,6,11.69
657,152BQ09H280152BT09H2200,1,12.33
665,152BQ09H280152BT09H2200,1,9.36
666,152BQ09H280152BT09H2200,1,8.35
670,152BQ09H280152BT09H2200,1,12.64
688,152BQ09H280152BT09H2200,1,7.01
650,152BQ09H280152BT09H2200,1,10.29
637,152BQ09H280152BT09H2200,1,9.54
640,152BQ09H280152BT09H2200,1,10.87
659,152BQ09H280152BT09H2200,2,7.35
646,152BQ09H280152BT09H2200,2,8.29
669,152BQ09H280152BT09H2200,2,8.3
668,152BQ09H280152BT09H2200,2,8.82
636,152BQ09H280152BT09H2200,2,11.34
679,152BQ09H280152BT09H2200,2,11.56
685,152BQ09H280152BT09H2200,2,11.67
690,152BQ09H280152BT09H2200,2,11.74
638,152BQ09H280152BT09H2200,2,12.3
648,152BQ09H280152BT09H2200,3,7.7
658,152BQ09H280152BT09H2200,3,7.98
684,152BQ09H280152BT09H2200,3,8.64
681,152BQ09H280152BT09H2200,3,8.81
635,152BQ09H280152BT09H2200,3,9.36
682,152BQ09H280152BT09H2200,3,9.93
683,152BQ09H280152BT09H2200,3,9.98
687,152BQ09H280152BT09H2200,3,10.97
675,152BQ09H280152BT09H2200,3,11.42
676,152BQ09H280152BT09H2200,3,12.49
630,152BQ09H280152BT09H2200,4,9.66
634,152BQ09H280152BT09H2200,4,10.03
678,152BQ09H280152BT09H2200,4,11.85
632,152BQ09H280152BT09H2200,5,7.85
633,152BQ09H280152BT09H2200,5,7.99
649,152BQ09H280152BT09H2200,5,9.44
689,152BQ09H280152BT09H2200,6,11.52
686,152BQ09H280152BT09H2200,6,11.25
647,152BQ09H280152BT09H2200,7,9.19
631,152BQ09H280152BT09H2200,7,9.37
679,152BQ09H280152CB09H2C00,2,9.4
677,152BQ09H280152CB09H2C00,2,9.92
680,152BQ09H280152CB09H2C00,2,10.66
676,152BQ09H280152CB09H2C00,4,9.62
678,152BQ09H280152CB09H2C00,5,9.65
651,152BS09H150152BT09H0O00,1,8.42
654,152BS09H150152BT09H0O00,1,8.99
635,152BS09H150152BT09H0O00,1,9.34
634,152BS09H150152BT09H0O00,1,9.67
632,152BS09H150152BT09H0O00,1,10.13
631,152BS09H150152BT09H0O00,2,9.54
630,152BS09H150152BT09H0O00,2,9.95
636,152BS09H150152BT09H0O00,3,9.71
675,152BS09H150152BT09H0O00,3,8.94
633,152BS09H150152BT09H0O00,3,10.02
677,152BS09H150152BT09H0O00,3,9.28
637,152BS09H150152BT09H0O00,3,9.14
678,152BS09H150152BT09H0O00,3,9.27
639,152BS09H150152BT09H0O00,3,8.8
655,152BS09H150152BT09H0O00,4,8.96
653,152BS09H150152BT09H0O00,4,9.61
652,152BS09H150152BT09H0O00,6,9.71
661,152BS09H150152C609H1700,1,10.08
664,152BS09H150152C609H1700,1,10.41
662,152BS09H150152C609H1700,2,10.3
663,152BS09H150152C609H1700,3,10.82
653,152BT09H0O0152BU09H0I00,1,8.69
631,152BT09H0O0152BU09H0I00,1,8.96
652,152BT09H0O0152BU09H0I00,1,9.96
655,152BT09H0O0152BU09H0I00,2,9.07
654,152BT09H0O0152BU09H0I00,2,9.18
626,152BT09H0O0152BU09H0I00,2,9.37
630,152BT09H0O0152BU09H0I00,3,8.94
629,152BT09H0O0152BU09H0I00,3,9.13
628,152BT09H0O0152BU09H0I00,3,9.66
627,152BT09H0O0152BU09H0I00,5,8.83
659,152BT09H220152BQ09H2800,3,7.77
658,152BT09H220152BQ09H2800,1,8.91
689,152BT09H220152BQ09H2800,2,9.24
631,152BT09H220152BQ09H2800,4,10.11
690,152BT09H220152BQ09H2800,1,11.47
630,152BT09H220152BQ09H2800,1,11.71
657,152BT09H220152BQ09H2800,5,9.31
632,152BT09H220152BQ09H2800,2,11.39
655,152BT09H220152BQ09H2800,2,11.39
653,152BT09H220152BQ09H2800,5,11.35
644,152BT09H220152BQ09H2800,5,11.17
687,152BT09H220152BQ09H2800,3,9.54
686,152BT09H220152BQ09H2800,4,10.73
645,152BT09H220152BQ09H2800,1,10.91
634,152BT09H220152BQ09H2800,3,11.26
652,152BT09H220152BQ09H2800,4,11.98
651,152BT09H220152BQ09H2800,2,11.39
650,152BT09H220152BQ09H2800,2,11.3
643,152BT09H220152BQ09H2800,5,11.12
656,152BT09H220152BQ09H2800,3,10.95
688,152BT09H220152BQ09H2800,1,11.62
642,152BT09H220152BQ09H2800,3,11.77
654,152BT09H220152BQ09H2800,2,12.0
645,152BT09H220152C109H1O00,1,10.43
676,152BT09H220152C109H1O00,1,8.59
646,152BT09H220152C109H1O00,1,9.24
627,152BT09H220152C109H1O00,1,11.83
638,152BT09H220152C109H1O00,1,9.22
670,152BT09H220152C109H1O00,1,11.82
624,152BT09H220152C109H1O00,1,9.64
668,152BT09H220152C109H1O00,1,11.94
629,152BT09H220152C109H1O00,1,9.01
678,152BT09H220152C109H1O00,1,13.01
669,152BT09H220152C109H1O00,1,11.17
637,152BT09H220152C109H1O00,1,12.83
675,152BT09H220152C109H1O00,1,10.33
640,152BT09H220152C109H1O00,1,12.29
643,152BT09H220152C109H1O00,1,9.23
644,152BT09H220152C109H1O00,2,11.43
666,152BT09H220152C109H1O00,2,12.0
630,152BT09H220152C109H1O00,2,12.77
647,152BT09H220152C109H1O00,3,10.94
631,152BT09H220152C109H1O00,3,12.46
642,152BT09H220152C109H1O00,3,12.44
634,152BT09H220152C109H1O00,3,11.23
622,152BT09H220152C109H1O00,3,9.1
632,152BT09H220152C109H1O00,3,9.2
633,152BT09H220152C109H1O00,3,11.38
621,152BT09H220152C109H1O00,4,8.59
650,152BT09H220152C109H1O00,5,8.95
665,152BT09H220152C109H1O00,5,11.12
648,152BT09H220152C109H1O00,5,10.85
649,152BT09H220152C109H1O00,5,10.89
626,152BT09H220152C109H1O00,6,10.5
636,152BT09H220152C109H1O00,6,10.56
667,152BT09H220152C109H1O00,7,10.0
623,152BT09H220152C109H1O00,9,10.91
635,152BT09H220152C109H1O00,10,10.6
627,152BU09H0I0152C109H0700,4,9.86
630,152BU09H0I0152C109H0700,2,10.59
655,152BU09H0I0152C109H0700,2,10.17
654,152BU09H0I0152C109H0700,3,9.9
652,152BU09H0I0152C109H0700,1,10.23
629,152BU09H0I0152C109H0700,3,9.82
628,152BU09H0I0152C109H0700,3,10.13
631,152BU09H0I0152C109H0700,1,10.54
653,152BU09H0I0152C109H0700,1,10.02
675,152C109H070152CE09H0800,1,7.98
663,152C109H070152CE09H0800,1,8.25
665,152C109H070152CE09H0800,1,8.33
673,152C109H070152CE09H0800,2,7.62
640,152C109H070152CE09H0800,2,8.57
664,152C109H070152CE09H0800,3,8.03
638,152C109H070152CE09H0800,3,8.64
670,152C109H070152CE09H0800,3,8.31
661,152C109H070152CE09H0800,3,7.77
639,152C109H070152CE09H0800,4,8.32
662,152C109H070152CE09H0800,4,7.42
635,152C109H070152CE09H0800,4,8.57
690,152C109H070152CE09H0800,4,8.59
674,152C109H070152CE09H0800,7,6.34
655,152C109H070152CE09H0800,7,6.73
657,152C109H070152CE09H0800,7,8.06
660,152C109H070152CE09H0800,7,8.32
656,152C109H070152CE09H0800,7,8.79
636,152C109H070152CE09H0800,7,9.04
672,152C109H070152CE09H0800,8,7.8
671,152C109H070152CE09H0800,9,7.3
637,152C109H070152CE09H0800,9,7.43
685,152C109H070152CE09H0800,10,8.55
659,152C109H070152CE09H0800,11,5.82
688,152C109H070152CE09H0800,12,8.13
658,152C109H070152CE09H0800,12,8.9
689,152C109H070152CE09H0800,13,8.44
687,152C109H070152CE09H0800,17,8.79
686,152C109H070152CE09H0800,18,9.75
629,152C109H1O0152BT09H2200,1,10.67
658,152C109H1O0152BT09H2200,1,12.55
653,152C109H1O0152BT09H2200,2,7.5
633,152C109H1O0152BT09H2200,2,8.86
628,152C109H1O0152BT09H2200,2,10.21
651,152C109H1O0152BT09H2200,2,10.58
626,152C109H1O0152BT09H2200,2,11.21
659,152C109H1O0152BT09H2200,2,11.27
655,152C109H1O0152BT09H2200,2,11.73
650,152C109H1O0152BT09H2200,2,12.34
654,152C109H1O0152BT09H2200,3,10.63
652,152C109H1O0152BT09H2200,3,10.84
631,152C109H1O0152BT09H2200,3,11.09
656,152C109H1O0152BT09H2200,3,10.69
627,152C109H1O0152BT09H2200,3,9.99
634,152C109H1O0152BT09H2200,4,10.11
632,152C109H1O0152BT09H2200,4,9.75
642,152C109H1O0152BT09H2200,6,10.92
630,152C109H1O0152BT09H2200,6,10.19
645,152C109H1O0152BT09H2200,7,11.38
644,152C109H1O0152BT09H2200,8,11.01
643,152C109H1O0152BT09H2200,15,12.62
665,152C109H1O0152C409H1F00,1,8.13
666,152C109H1O0152C409H1F00,1,11.73
626,152C109H1O0152C409H1F00,1,10.73
642,152C109H1O0152C409H1F00,1,12.89
640,152C109H1O0152C409H1F00,1,12.63
622,152C109H1O0152C409H1F00,2,8.47
625,152C109H1O0152C409H1F00,2,9.55
623,152C109H1O0152C409H1F00,2,10.18
636,152C109H1O0152C409H1F00,2,10.61
650,152C109H1O0152C409H1F00,2,10.92
638,152C109H1O0152C409H1F00,2,11.89
627,152C109H1O0152C409H1F00,2,12.28
637,152C109H1O0152C409H1F00,2,12.62
651,152C109H1O0152C409H1F00,3,7.57
652,152C109H1O0152C409H1F00,3,7.59
630,152C109H1O0152C409H1F00,3,9.4
624,152C109H1O0152C409H1F00,3,10.12
629,152C109H1O0152C409H1F00,3,10.18
635,152C109H1O0152C409H1F00,3,10.25
648,152C109H1O0152C409H1F00,3,10.71
633,152C109H1O0152C409H1F00,4,7.42
669,152C109H1O0152C409H1F00,4,8.99
670,152C109H1O0152C409H1F00,4,10.44
667,152C109H1O0152C409H1F00,4,10.53
621,152C109H1O0152C409H1F00,5,10.99
644,152C109H1O0152C409H1F00,5,11.75
634,152C109H1O0152C409H1F00,6,8.61
645,152C109H1O0152C409H1F00,6,10.92
649,152C109H1O0152C409H1F00,7,9.65
631,152C109H1O0152C409H1F00,8,8.41
632,152C109H1O0152C409H1F00,8,8.44
647,152C109H1O0152C409H1F00,8,8.48
646,152C109H1O0152C409H1F00,8,9.63
643,152C109H1O0152C409H1F00,9,11.35
636,152C109H1O0152CH09H1T00,1,10.37
640,152C109H1O0152CH09H1T00,1,10.19
671,152C109H1O0152CH09H1T00,1,10.18
635,152C109H1O0152CH09H1T00,1,10.1
634,152C109H1O0152CH09H1T00,1,10.64
639,152C109H1O0152CH09H1T00,2,9.53
632,152C109H1O0152CH09H1T00,2,10.4
631,152C109H1O0152CH09H1T00,2,10.22
672,152C109H1O0152CH09H1T00,2,10.25
642,152C109H1O0152CH09H1T00,2,10.01
638,152C109H1O0152CH09H1T00,2,10.18
673,152C109H1O0152CH09H1T00,3,10.18
637,152C109H1O0152CH09H1T00,3,10.14
674,152C109H1O0152CH09H1T00,3,10.14
645,152C109H1O0152CH09H1T00,3,9.69
641,152C109H1O0152CH09H1T00,4,9.82
633,152C109H1O0152CH09H1T00,4,10.05
644,152C109H1O0152CH09H1T00,5,9.91
643,152C109H1O0152CH09H1T00,5,10.22
646,152C409H1F0152BQ09H1C00,2,9.04
667,152C409H1F0152BQ09H1C00,1,9.07
648,152C409H1F0152BQ09H1C00,2,9.49
670,152C409H1F0152BQ09H1C00,2,9.63
634,152C409H1F0152BQ09H1C00,3,9.65
635,152C409H1F0152BQ09H1C00,1,9.76
649,152C409H1F0152BQ09H1C00,1,9.96
647,152C409H1F0152BQ09H1C00,3,9.69
632,152C409H1F0152BQ09H1C00,9,9.56
645,152C409H1F0152BQ09H1C00,2,10.22
650,152C409H1F0152BQ09H1C00,4,9.31
665,152C409H1F0152BQ09H1C00,1,8.69
